Epoch 0, Training loss: 1.1909, Validation loss: 0.9357
Epoch 465, Training loss: 0.5546, Validation loss: 0.4890
Epoch 466, Training loss: 0.5545, Validation loss: 0.4890
Epoch 467, Training loss: 0.5544, Validation loss: 0.4889
Epoch 468, Training loss: 0.5543, Validation loss: 0.4888
Epoch 469, Training loss: 0.5542, Validation loss: 0.4888
Epoch 470, Training loss: 0.5542, Validation loss: 0.4887
Epoch 471, Training loss: 0.5541, Validation loss: 0.4886
Epoch 472, Training loss: 0.5540, Validation loss: 0.4885
Epoch 473, Training loss: 0.5539, Validation loss: 0.4885
Epoch 474, Training loss: 0.5538, Validation loss: 0.4884
Epoch 475, Training loss: 0.5538, Validation loss: 0.4883
Epoch 476, Training loss: 0.5537, Validation loss: 0.4883
Epoch 477, Training loss: 0.5536, Validation loss: 0.4882
Epoch 478, Training loss: 0.5535, Validation loss: 0.4881
Epoch 479, Training loss: 0.5534, Validation loss: 0.4881
Epoch 480, Training loss: 0.5533, Validation loss: 0.4880
Epoch 481, Training loss: 0.5533, Validation loss: 0.4879
Epoch 482, Training loss: 0.5532, Validation loss: 0.4879
Epoch 483, Training loss: 0.5531, Validation loss: 0.4878
Epoch 484, Training loss: 0.5530, Validation loss: 0.4878
Epoch 485, Training loss: 0.5529, Validation loss: 0.4877
Epoch 486, Training loss: 0.5529, Validation loss: 0.4876
Epoch 487, Training loss: 0.5528, Validation loss: 0.4875
Epoch 488, Training loss: 0.5527, Validation loss: 0.4875
Epoch 489, Training loss: 0.5526, Validation loss: 0.4874
Epoch 490, Training loss: 0.5525, Validation loss: 0.4873
Epoch 491, Training loss: 0.5525, Validation loss: 0.4872
Epoch 492, Training loss: 0.5524, Validation loss: 0.4871
Epoch 493, Training loss: 0.5523, Validation loss: 0.4870
Epoch 494, Training loss: 0.5522, Validation loss: 0.4870
Epoch 495, Training loss: 0.5521, Validation loss: 0.4869
Epoch 496, Training loss: 0.5521, Validation loss: 0.4869
Epoch 497, Training loss: 0.5520, Validation loss: 0.4869
Epoch 498, Training loss: 0.5519, Validation loss: 0.4867
Epoch 499, Training loss: 0.5518, Validation loss: 0.4867
Epoch 500, Training loss: 0.5517, Validation loss: 0.4867
Epoch 501, Training loss: 0.5517, Validation loss: 0.4866
Epoch 502, Training loss: 0.5516, Validation loss: 0.4865
Epoch 503, Training loss: 0.5515, Validation loss: 0.4865
Epoch 504, Training loss: 0.5514, Validation loss: 0.4864
Epoch 505, Training loss: 0.5514, Validation loss: 0.4864
Epoch 506, Training loss: 0.5513, Validation loss: 0.4863
Epoch 507, Training loss: 0.5512, Validation loss: 0.4863
Epoch 508, Training loss: 0.5512, Validation loss: 0.4862
Epoch 509, Training loss: 0.5511, Validation loss: 0.4862
Epoch 510, Training loss: 0.5510, Validation loss: 0.4861
Epoch 511, Training loss: 0.5509, Validation loss: 0.4860
Epoch 512, Training loss: 0.5509, Validation loss: 0.4860
Epoch 513, Training loss: 0.5508, Validation loss: 0.4859
Epoch 514, Training loss: 0.5507, Validation loss: 0.4859
Epoch 515, Training loss: 0.5506, Validation loss: 0.4858
Epoch 516, Training loss: 0.5506, Validation loss: 0.4858
Epoch 517, Training loss: 0.5505, Validation loss: 0.4857
Epoch 518, Training loss: 0.5504, Validation loss: 0.4857
Epoch 519, Training loss: 0.5504, Validation loss: 0.4857
Epoch 520, Training loss: 0.5503, Validation loss: 0.4857
Epoch 521, Training loss: 0.5502, Validation loss: 0.4856
Epoch 522, Training loss: 0.5502, Validation loss: 0.4855
Epoch 523, Training loss: 0.5501, Validation loss: 0.4854
Epoch 524, Training loss: 0.5501, Validation loss: 0.4854
Epoch 525, Training loss: 0.5500, Validation loss: 0.4853
Epoch 526, Training loss: 0.5499, Validation loss: 0.4853
Epoch 527, Training loss: 0.5499, Validation loss: 0.4852
Epoch 528, Training loss: 0.5498, Validation loss: 0.4852
Epoch 529, Training loss: 0.5498, Validation loss: 0.4851
Epoch 530, Training loss: 0.5497, Validation loss: 0.4851
Epoch 531, Training loss: 0.5496, Validation loss: 0.4851
Epoch 532, Training loss: 0.5496, Validation loss: 0.4850
Epoch 533, Training loss: 0.5495, Validation loss: 0.4850
Epoch 534, Training loss: 0.5494, Validation loss: 0.4850
Epoch 535, Training loss: 0.5494, Validation loss: 0.4849
Epoch 536, Training loss: 0.5493, Validation loss: 0.4849
Epoch 537, Training loss: 0.5493, Validation loss: 0.4848
Epoch 538, Training loss: 0.5492, Validation loss: 0.4848
Epoch 539, Training loss: 0.5491, Validation loss: 0.4847
Epoch 540, Training loss: 0.5491, Validation loss: 0.4847
Epoch 541, Training loss: 0.5490, Validation loss: 0.4846
Epoch 542, Training loss: 0.5490, Validation loss: 0.4847
Epoch 543, Training loss: 0.5489, Validation loss: 0.4846
Epoch 544, Training loss: 0.5488, Validation loss: 0.4846
Epoch 545, Training loss: 0.5488, Validation loss: 0.4846
Epoch 546, Training loss: 0.5487, Validation loss: 0.4845
Epoch 547, Training loss: 0.5487, Validation loss: 0.4845
Epoch 548, Training loss: 0.5486, Validation loss: 0.4844
Epoch 549, Training loss: 0.5486, Validation loss: 0.4844
Epoch 550, Training loss: 0.5485, Validation loss: 0.4844
Epoch 551, Training loss: 0.5484, Validation loss: 0.4843
Epoch 552, Training loss: 0.5484, Validation loss: 0.4842
Epoch 553, Training loss: 0.5483, Validation loss: 0.4842
Epoch 554, Training loss: 0.5483, Validation loss: 0.4841
Epoch 555, Training loss: 0.5482, Validation loss: 0.4840
Epoch 556, Training loss: 0.5481, Validation loss: 0.4840
Epoch 557, Training loss: 0.5481, Validation loss: 0.4839
Epoch 558, Training loss: 0.5480, Validation loss: 0.4839
Epoch 559, Training loss: 0.5480, Validation loss: 0.4839
Epoch 560, Training loss: 0.5479, Validation loss: 0.4838
Epoch 561, Training loss: 0.5479, Validation loss: 0.4838
Epoch 562, Training loss: 0.5478, Validation loss: 0.4837
Epoch 563, Training loss: 0.5478, Validation loss: 0.4837
Epoch 564, Training loss: 0.5477, Validation loss: 0.4836
Epoch 565, Training loss: 0.5477, Validation loss: 0.4836
Epoch 566, Training loss: 0.5476, Validation loss: 0.4836
Epoch 567, Training loss: 0.5476, Validation loss: 0.4835
Epoch 568, Training loss: 0.5475, Validation loss: 0.4835
Epoch 569, Training loss: 0.5475, Validation loss: 0.4835
Epoch 570, Training loss: 0.5474, Validation loss: 0.4834
Epoch 571, Training loss: 0.5473, Validation loss: 0.4833
Epoch 572, Training loss: 0.5473, Validation loss: 0.4833
Epoch 573, Training loss: 0.5472, Validation loss: 0.4832
Epoch 574, Training loss: 0.5472, Validation loss: 0.4832
Epoch 575, Training loss: 0.5471, Validation loss: 0.4832
Epoch 576, Training loss: 0.5471, Validation loss: 0.4831
Epoch 577, Training loss: 0.5470, Validation loss: 0.4831
Epoch 578, Training loss: 0.5470, Validation loss: 0.4830
Epoch 579, Training loss: 0.5469, Validation loss: 0.4830
Epoch 580, Training loss: 0.5469, Validation loss: 0.4829
Epoch 581, Training loss: 0.5468, Validation loss: 0.4829
Epoch 582, Training loss: 0.5468, Validation loss: 0.4829
Epoch 583, Training loss: 0.5467, Validation loss: 0.4828
Epoch 584, Training loss: 0.5467, Validation loss: 0.4828
Epoch 585, Training loss: 0.5466, Validation loss: 0.4827
Epoch 586, Training loss: 0.5466, Validation loss: 0.4826
Epoch 587, Training loss: 0.5465, Validation loss: 0.4826
Epoch 588, Training loss: 0.5465, Validation loss: 0.4826
Epoch 589, Training loss: 0.5464, Validation loss: 0.4825
Epoch 590, Training loss: 0.5464, Validation loss: 0.4824
Epoch 591, Training loss: 0.5463, Validation loss: 0.4824
Epoch 592, Training loss: 0.5463, Validation loss: 0.4824
Epoch 593, Training loss: 0.5462, Validation loss: 0.4823
Epoch 594, Training loss: 0.5462, Validation loss: 0.4822
Epoch 595, Training loss: 0.5461, Validation loss: 0.4822
Epoch 596, Training loss: 0.5461, Validation loss: 0.4822
Epoch 597, Training loss: 0.5460, Validation loss: 0.4821
Epoch 598, Training loss: 0.5460, Validation loss: 0.4821
Epoch 599, Training loss: 0.5459, Validation loss: 0.4821
Epoch 600, Training loss: 0.5459, Validation loss: 0.4821
Epoch 601, Training loss: 0.5458, Validation loss: 0.4821
Epoch 602, Training loss: 0.5458, Validation loss: 0.4820
Epoch 603, Training loss: 0.5457, Validation loss: 0.4820
Epoch 604, Training loss: 0.5457, Validation loss: 0.4819
Epoch 605, Training loss: 0.5456, Validation loss: 0.4819
Epoch 606, Training loss: 0.5456, Validation loss: 0.4819
Epoch 607, Training loss: 0.5455, Validation loss: 0.4818
Epoch 608, Training loss: 0.5455, Validation loss: 0.4818
Epoch 609, Training loss: 0.5455, Validation loss: 0.4818
Epoch 610, Training loss: 0.5454, Validation loss: 0.4818
Epoch 611, Training loss: 0.5454, Validation loss: 0.4817
Epoch 612, Training loss: 0.5453, Validation loss: 0.4816
Epoch 613, Training loss: 0.5453, Validation loss: 0.4816
Epoch 614, Training loss: 0.5452, Validation loss: 0.4816
Epoch 615, Training loss: 0.5452, Validation loss: 0.4816
Epoch 616, Training loss: 0.5452, Validation loss: 0.4816
Epoch 617, Training loss: 0.5451, Validation loss: 0.4815
Epoch 618, Training loss: 0.5451, Validation loss: 0.4814
Epoch 619, Training loss: 0.5450, Validation loss: 0.4813
Epoch 620, Training loss: 0.5450, Validation loss: 0.4813
Epoch 621, Training loss: 0.5449, Validation loss: 0.4813
Epoch 622, Training loss: 0.5449, Validation loss: 0.4812
Epoch 623, Training loss: 0.5448, Validation loss: 0.4812
Epoch 624, Training loss: 0.5448, Validation loss: 0.4812
Epoch 625, Training loss: 0.5448, Validation loss: 0.4811
Epoch 626, Training loss: 0.5447, Validation loss: 0.4811
Epoch 627, Training loss: 0.5447, Validation loss: 0.4811
Epoch 628, Training loss: 0.5446, Validation loss: 0.4810
Epoch 629, Training loss: 0.5446, Validation loss: 0.4810
Epoch 630, Training loss: 0.5445, Validation loss: 0.4810
Epoch 631, Training loss: 0.5445, Validation loss: 0.4809
Epoch 632, Training loss: 0.5444, Validation loss: 0.4809
Epoch 633, Training loss: 0.5444, Validation loss: 0.4809
Epoch 634, Training loss: 0.5444, Validation loss: 0.4808
Epoch 635, Training loss: 0.5443, Validation loss: 0.4808
Epoch 636, Training loss: 0.5443, Validation loss: 0.4808
Epoch 637, Training loss: 0.5442, Validation loss: 0.4808
Epoch 638, Training loss: 0.5442, Validation loss: 0.4807
Epoch 639, Training loss: 0.5441, Validation loss: 0.4807
Epoch 640, Training loss: 0.5441, Validation loss: 0.4806
Epoch 641, Training loss: 0.5441, Validation loss: 0.4806
Epoch 642, Training loss: 0.5440, Validation loss: 0.4805
Epoch 643, Training loss: 0.5440, Validation loss: 0.4805
Epoch 644, Training loss: 0.5439, Validation loss: 0.4804
Epoch 645, Training loss: 0.5439, Validation loss: 0.4804
Epoch 646, Training loss: 0.5438, Validation loss: 0.4804
Epoch 647, Training loss: 0.5438, Validation loss: 0.4804
Epoch 648, Training loss: 0.5437, Validation loss: 0.4803
Epoch 649, Training loss: 0.5437, Validation loss: 0.4803
Epoch 650, Training loss: 0.5437, Validation loss: 0.4803
Epoch 651, Training loss: 0.5436, Validation loss: 0.4803
Epoch 652, Training loss: 0.5436, Validation loss: 0.4802
Epoch 653, Training loss: 0.5435, Validation loss: 0.4802
Epoch 654, Training loss: 0.5435, Validation loss: 0.4802
Epoch 655, Training loss: 0.5435, Validation loss: 0.4802
Epoch 656, Training loss: 0.5434, Validation loss: 0.4802
Epoch 657, Training loss: 0.5434, Validation loss: 0.4801
Epoch 658, Training loss: 0.5433, Validation loss: 0.4801
Epoch 659, Training loss: 0.5433, Validation loss: 0.4801
Epoch 660, Training loss: 0.5432, Validation loss: 0.4800
Epoch 661, Training loss: 0.5432, Validation loss: 0.4800
Epoch 662, Training loss: 0.5432, Validation loss: 0.4800
Epoch 663, Training loss: 0.5431, Validation loss: 0.4800
Epoch 664, Training loss: 0.5431, Validation loss: 0.4799
Epoch 665, Training loss: 0.5430, Validation loss: 0.4799
Epoch 666, Training loss: 0.5430, Validation loss: 0.4799
Epoch 667, Training loss: 0.5429, Validation loss: 0.4799
Epoch 668, Training loss: 0.5429, Validation loss: 0.4798
Epoch 669, Training loss: 0.5429, Validation loss: 0.4797
Epoch 670, Training loss: 0.5428, Validation loss: 0.4797
Epoch 671, Training loss: 0.5428, Validation loss: 0.4797
Epoch 672, Training loss: 0.5427, Validation loss: 0.4797
Epoch 673, Training loss: 0.5427, Validation loss: 0.4797
Epoch 674, Training loss: 0.5426, Validation loss: 0.4797
Epoch 675, Training loss: 0.5426, Validation loss: 0.4797
Epoch 676, Training loss: 0.5426, Validation loss: 0.4796
Epoch 677, Training loss: 0.5425, Validation loss: 0.4796
Epoch 678, Training loss: 0.5425, Validation loss: 0.4797
Epoch 679, Training loss: 0.5424, Validation loss: 0.4796
Epoch 680, Training loss: 0.5424, Validation loss: 0.4796
Epoch 681, Training loss: 0.5424, Validation loss: 0.4795
Epoch 682, Training loss: 0.5423, Validation loss: 0.4795
Epoch 683, Training loss: 0.5423, Validation loss: 0.4794
Epoch 684, Training loss: 0.5422, Validation loss: 0.4794
Epoch 685, Training loss: 0.5422, Validation loss: 0.4794
Epoch 686, Training loss: 0.5422, Validation loss: 0.4794
Epoch 687, Training loss: 0.5421, Validation loss: 0.4794
Epoch 688, Training loss: 0.5421, Validation loss: 0.4793
Epoch 689, Training loss: 0.5420, Validation loss: 0.4793
Epoch 690, Training loss: 0.5420, Validation loss: 0.4792
Epoch 691, Training loss: 0.5420, Validation loss: 0.4793
Epoch 692, Training loss: 0.5419, Validation loss: 0.4792
Epoch 693, Training loss: 0.5419, Validation loss: 0.4792
Epoch 694, Training loss: 0.5419, Validation loss: 0.4791
Epoch 695, Training loss: 0.5418, Validation loss: 0.4791
Epoch 696, Training loss: 0.5418, Validation loss: 0.4791
Epoch 697, Training loss: 0.5417, Validation loss: 0.4790
Epoch 698, Training loss: 0.5417, Validation loss: 0.4790
Epoch 699, Training loss: 0.5417, Validation loss: 0.4790
Epoch 700, Training loss: 0.5416, Validation loss: 0.4789
Epoch 701, Training loss: 0.5416, Validation loss: 0.4789
Epoch 702, Training loss: 0.5416, Validation loss: 0.4789
Epoch 703, Training loss: 0.5415, Validation loss: 0.4788
Epoch 704, Training loss: 0.5415, Validation loss: 0.4789
Epoch 705, Training loss: 0.5414, Validation loss: 0.4789
Epoch 706, Training loss: 0.5414, Validation loss: 0.4788
Epoch 707, Training loss: 0.5414, Validation loss: 0.4788
Epoch 708, Training loss: 0.5413, Validation loss: 0.4788
Epoch 709, Training loss: 0.5413, Validation loss: 0.4788
Epoch 710, Training loss: 0.5413, Validation loss: 0.4788
Epoch 711, Training loss: 0.5412, Validation loss: 0.4787
Epoch 712, Training loss: 0.5412, Validation loss: 0.4787
Epoch 713, Training loss: 0.5411, Validation loss: 0.4786
Epoch 714, Training loss: 0.5411, Validation loss: 0.4786
Epoch 715, Training loss: 0.5411, Validation loss: 0.4786
Epoch 716, Training loss: 0.5410, Validation loss: 0.4784
Epoch 717, Training loss: 0.5410, Validation loss: 0.4784
Epoch 718, Training loss: 0.5410, Validation loss: 0.4784
Epoch 719, Training loss: 0.5409, Validation loss: 0.4783
Epoch 720, Training loss: 0.5409, Validation loss: 0.4783
Epoch 721, Training loss: 0.5408, Validation loss: 0.4783
Epoch 722, Training loss: 0.5408, Validation loss: 0.4783
Epoch 723, Training loss: 0.5408, Validation loss: 0.4783
Epoch 724, Training loss: 0.5407, Validation loss: 0.4782
Epoch 725, Training loss: 0.5407, Validation loss: 0.4782
Epoch 726, Training loss: 0.5407, Validation loss: 0.4782
Epoch 727, Training loss: 0.5406, Validation loss: 0.4781
Epoch 728, Training loss: 0.5406, Validation loss: 0.4781
Epoch 729, Training loss: 0.5405, Validation loss: 0.4780
Epoch 730, Training loss: 0.5405, Validation loss: 0.4780
Epoch 731, Training loss: 0.5405, Validation loss: 0.4780
Epoch 732, Training loss: 0.5404, Validation loss: 0.4780
Epoch 733, Training loss: 0.5404, Validation loss: 0.4779
Epoch 734, Training loss: 0.5404, Validation loss: 0.4779
Epoch 735, Training loss: 0.5403, Validation loss: 0.4779
Epoch 736, Training loss: 0.5403, Validation loss: 0.4779
Epoch 737, Training loss: 0.5402, Validation loss: 0.4778
Epoch 738, Training loss: 0.5402, Validation loss: 0.4778
Epoch 739, Training loss: 0.5402, Validation loss: 0.4778
Epoch 740, Training loss: 0.5401, Validation loss: 0.4777
Epoch 741, Training loss: 0.5401, Validation loss: 0.4777
Epoch 742, Training loss: 0.5401, Validation loss: 0.4777
Epoch 743, Training loss: 0.5400, Validation loss: 0.4776
Epoch 744, Training loss: 0.5400, Validation loss: 0.4776
Epoch 745, Training loss: 0.5400, Validation loss: 0.4776
Epoch 746, Training loss: 0.5399, Validation loss: 0.4775
Epoch 747, Training loss: 0.5399, Validation loss: 0.4775
Epoch 748, Training loss: 0.5399, Validation loss: 0.4775
Epoch 749, Training loss: 0.5398, Validation loss: 0.4774
Epoch 750, Training loss: 0.5398, Validation loss: 0.4774
Epoch 751, Training loss: 0.5398, Validation loss: 0.4773
Epoch 752, Training loss: 0.5397, Validation loss: 0.4773
Epoch 753, Training loss: 0.5397, Validation loss: 0.4773
Epoch 754, Training loss: 0.5397, Validation loss: 0.4773
Epoch 755, Training loss: 0.5396, Validation loss: 0.4773
Epoch 756, Training loss: 0.5396, Validation loss: 0.4772
Epoch 757, Training loss: 0.5395, Validation loss: 0.4772
Epoch 758, Training loss: 0.5395, Validation loss: 0.4772
Epoch 759, Training loss: 0.5395, Validation loss: 0.4771
Epoch 760, Training loss: 0.5394, Validation loss: 0.4771
Epoch 761, Training loss: 0.5394, Validation loss: 0.4771
Epoch 762, Training loss: 0.5394, Validation loss: 0.4771
Epoch 763, Training loss: 0.5393, Validation loss: 0.4769
Epoch 764, Training loss: 0.5393, Validation loss: 0.4769
Epoch 765, Training loss: 0.5393, Validation loss: 0.4769
Epoch 766, Training loss: 0.5392, Validation loss: 0.4769
Epoch 767, Training loss: 0.5392, Validation loss: 0.4769
Epoch 768, Training loss: 0.5392, Validation loss: 0.4768
Epoch 769, Training loss: 0.5391, Validation loss: 0.4768
Epoch 770, Training loss: 0.5391, Validation loss: 0.4768
Epoch 771, Training loss: 0.5391, Validation loss: 0.4767
Epoch 772, Training loss: 0.5390, Validation loss: 0.4767
Epoch 773, Training loss: 0.5390, Validation loss: 0.4767
Epoch 774, Training loss: 0.5390, Validation loss: 0.4767
Epoch 775, Training loss: 0.5389, Validation loss: 0.4766
Epoch 776, Training loss: 0.5389, Validation loss: 0.4766
Epoch 777, Training loss: 0.5389, Validation loss: 0.4766
Epoch 778, Training loss: 0.5388, Validation loss: 0.4765
Epoch 779, Training loss: 0.5388, Validation loss: 0.4765
Epoch 780, Training loss: 0.5388, Validation loss: 0.4765
Epoch 781, Training loss: 0.5387, Validation loss: 0.4764
Epoch 782, Training loss: 0.5387, Validation loss: 0.4764
Epoch 783, Training loss: 0.5387, Validation loss: 0.4764
Epoch 784, Training loss: 0.5386, Validation loss: 0.4764
Epoch 785, Training loss: 0.5386, Validation loss: 0.4764
Epoch 786, Training loss: 0.5386, Validation loss: 0.4763
Epoch 787, Training loss: 0.5385, Validation loss: 0.4763
Epoch 788, Training loss: 0.5385, Validation loss: 0.4763
Epoch 789, Training loss: 0.5385, Validation loss: 0.4763
Epoch 790, Training loss: 0.5384, Validation loss: 0.4763
Epoch 791, Training loss: 0.5384, Validation loss: 0.4762
Epoch 792, Training loss: 0.5384, Validation loss: 0.4762
Epoch 793, Training loss: 0.5383, Validation loss: 0.4762
Epoch 794, Training loss: 0.5383, Validation loss: 0.4761
Epoch 795, Training loss: 0.5383, Validation loss: 0.4761
Epoch 796, Training loss: 0.5382, Validation loss: 0.4760
Epoch 797, Training loss: 0.5382, Validation loss: 0.4760
Epoch 798, Training loss: 0.5382, Validation loss: 0.4760
Epoch 799, Training loss: 0.5381, Validation loss: 0.4760
Epoch 800, Training loss: 0.5381, Validation loss: 0.4759
Epoch 801, Training loss: 0.5381, Validation loss: 0.4759
Epoch 802, Training loss: 0.5381, Validation loss: 0.4759
Epoch 803, Training loss: 0.5380, Validation loss: 0.4758
Epoch 804, Training loss: 0.5380, Validation loss: 0.4758
Epoch 805, Training loss: 0.5380, Validation loss: 0.4758
Epoch 806, Training loss: 0.5379, Validation loss: 0.4758
Epoch 807, Training loss: 0.5379, Validation loss: 0.4757
Epoch 808, Training loss: 0.5379, Validation loss: 0.4757
Epoch 809, Training loss: 0.5378, Validation loss: 0.4756
Epoch 810, Training loss: 0.5378, Validation loss: 0.4757
Epoch 811, Training loss: 0.5377, Validation loss: 0.4757
Epoch 812, Training loss: 0.5377, Validation loss: 0.4756
Epoch 813, Training loss: 0.5377, Validation loss: 0.4756
Epoch 814, Training loss: 0.5377, Validation loss: 0.4756
Epoch 815, Training loss: 0.5376, Validation loss: 0.4756
Epoch 816, Training loss: 0.5376, Validation loss: 0.4755
Epoch 817, Training loss: 0.5376, Validation loss: 0.4755
Epoch 818, Training loss: 0.5375, Validation loss: 0.4755
Epoch 819, Training loss: 0.5375, Validation loss: 0.4755
Epoch 820, Training loss: 0.5375, Validation loss: 0.4755
Epoch 821, Training loss: 0.5374, Validation loss: 0.4755
Epoch 822, Training loss: 0.5374, Validation loss: 0.4754
Epoch 823, Training loss: 0.5374, Validation loss: 0.4754
Epoch 824, Training loss: 0.5373, Validation loss: 0.4754
Epoch 825, Training loss: 0.5373, Validation loss: 0.4753
Epoch 826, Training loss: 0.5373, Validation loss: 0.4753
Epoch 827, Training loss: 0.5372, Validation loss: 0.4753
Epoch 828, Training loss: 0.5372, Validation loss: 0.4753
Epoch 829, Training loss: 0.5372, Validation loss: 0.4753
Epoch 830, Training loss: 0.5371, Validation loss: 0.4753
Epoch 831, Training loss: 0.5371, Validation loss: 0.4753
Epoch 832, Training loss: 0.5371, Validation loss: 0.4753
Epoch 833, Training loss: 0.5371, Validation loss: 0.4752
Epoch 834, Training loss: 0.5370, Validation loss: 0.4752
Epoch 835, Training loss: 0.5370, Validation loss: 0.4752
Epoch 836, Training loss: 0.5370, Validation loss: 0.4752
Epoch 837, Training loss: 0.5369, Validation loss: 0.4752
Epoch 838, Training loss: 0.5369, Validation loss: 0.4751
Epoch 839, Training loss: 0.5369, Validation loss: 0.4751
Epoch 840, Training loss: 0.5368, Validation loss: 0.4751
Epoch 841, Training loss: 0.5368, Validation loss: 0.4750
Epoch 842, Training loss: 0.5368, Validation loss: 0.4751
Epoch 843, Training loss: 0.5367, Validation loss: 0.4750
Epoch 844, Training loss: 0.5367, Validation loss: 0.4750
Epoch 845, Training loss: 0.5367, Validation loss: 0.4750
Epoch 846, Training loss: 0.5367, Validation loss: 0.4750
Epoch 847, Training loss: 0.5366, Validation loss: 0.4750
Epoch 848, Training loss: 0.5366, Validation loss: 0.4750
Epoch 849, Training loss: 0.5366, Validation loss: 0.4750
Epoch 850, Training loss: 0.5365, Validation loss: 0.4749
Epoch 851, Training loss: 0.5365, Validation loss: 0.4749
Epoch 852, Training loss: 0.5365, Validation loss: 0.4749
Epoch 853, Training loss: 0.5365, Validation loss: 0.4748
Epoch 854, Training loss: 0.5364, Validation loss: 0.4748
Epoch 855, Training loss: 0.5364, Validation loss: 0.4747
Epoch 856, Training loss: 0.5364, Validation loss: 0.4747
Epoch 857, Training loss: 0.5363, Validation loss: 0.4747
Epoch 858, Training loss: 0.5363, Validation loss: 0.4746
Epoch 859, Training loss: 0.5363, Validation loss: 0.4746
Epoch 860, Training loss: 0.5362, Validation loss: 0.4745
Epoch 861, Training loss: 0.5362, Validation loss: 0.4745
Epoch 862, Training loss: 0.5362, Validation loss: 0.4745
Epoch 863, Training loss: 0.5362, Validation loss: 0.4745
Epoch 864, Training loss: 0.5361, Validation loss: 0.4745
Epoch 865, Training loss: 0.5361, Validation loss: 0.4744
Epoch 866, Training loss: 0.5361, Validation loss: 0.4744
Epoch 867, Training loss: 0.5360, Validation loss: 0.4744
Epoch 868, Training loss: 0.5360, Validation loss: 0.4743
Epoch 869, Training loss: 0.5360, Validation loss: 0.4743
Epoch 870, Training loss: 0.5359, Validation loss: 0.4743
Epoch 871, Training loss: 0.5359, Validation loss: 0.4743
Epoch 872, Training loss: 0.5359, Validation loss: 0.4743
Epoch 873, Training loss: 0.5359, Validation loss: 0.4743
Epoch 874, Training loss: 0.5358, Validation loss: 0.4743
Epoch 875, Training loss: 0.5358, Validation loss: 0.4742
Epoch 876, Training loss: 0.5358, Validation loss: 0.4742
Epoch 877, Training loss: 0.5357, Validation loss: 0.4742
Epoch 878, Training loss: 0.5357, Validation loss: 0.4742
Epoch 879, Training loss: 0.5357, Validation loss: 0.4742
Epoch 880, Training loss: 0.5357, Validation loss: 0.4742
Epoch 881, Training loss: 0.5356, Validation loss: 0.4741
Epoch 882, Training loss: 0.5356, Validation loss: 0.4741
Epoch 883, Training loss: 0.5356, Validation loss: 0.4740
Epoch 884, Training loss: 0.5355, Validation loss: 0.4740
Epoch 885, Training loss: 0.5355, Validation loss: 0.4740
Epoch 886, Training loss: 0.5355, Validation loss: 0.4740
Epoch 887, Training loss: 0.5355, Validation loss: 0.4740
Epoch 888, Training loss: 0.5354, Validation loss: 0.4740
Epoch 889, Training loss: 0.5354, Validation loss: 0.4739
Epoch 890, Training loss: 0.5354, Validation loss: 0.4739
Epoch 891, Training loss: 0.5354, Validation loss: 0.4739
Epoch 892, Training loss: 0.5353, Validation loss: 0.4739
Epoch 893, Training loss: 0.5353, Validation loss: 0.4738
Epoch 894, Training loss: 0.5353, Validation loss: 0.4737
Epoch 895, Training loss: 0.5352, Validation loss: 0.4737
Epoch 896, Training loss: 0.5352, Validation loss: 0.4737
Epoch 897, Training loss: 0.5352, Validation loss: 0.4737
Epoch 898, Training loss: 0.5352, Validation loss: 0.4737
Epoch 899, Training loss: 0.5351, Validation loss: 0.4736
Epoch 900, Training loss: 0.5351, Validation loss: 0.4736
Epoch 901, Training loss: 0.5351, Validation loss: 0.4736
Epoch 902, Training loss: 0.5351, Validation loss: 0.4736
Epoch 903, Training loss: 0.5350, Validation loss: 0.4736
Epoch 904, Training loss: 0.5350, Validation loss: 0.4735
Epoch 905, Training loss: 0.5350, Validation loss: 0.4734
Epoch 906, Training loss: 0.5349, Validation loss: 0.4734
Epoch 907, Training loss: 0.5349, Validation loss: 0.4734
Epoch 908, Training loss: 0.5349, Validation loss: 0.4734
Epoch 909, Training loss: 0.5349, Validation loss: 0.4734
Epoch 910, Training loss: 0.5348, Validation loss: 0.4734
Epoch 911, Training loss: 0.5348, Validation loss: 0.4734
Epoch 912, Training loss: 0.5348, Validation loss: 0.4733
Epoch 913, Training loss: 0.5348, Validation loss: 0.4733
Epoch 914, Training loss: 0.5347, Validation loss: 0.4733
Epoch 915, Training loss: 0.5347, Validation loss: 0.4732
Epoch 916, Training loss: 0.5347, Validation loss: 0.4732
Epoch 917, Training loss: 0.5346, Validation loss: 0.4733
Epoch 918, Training loss: 0.5346, Validation loss: 0.4733
Epoch 919, Training loss: 0.5346, Validation loss: 0.4733
Epoch 920, Training loss: 0.5346, Validation loss: 0.4732
Epoch 921, Training loss: 0.5345, Validation loss: 0.4732
Epoch 922, Training loss: 0.5345, Validation loss: 0.4732
Epoch 923, Training loss: 0.5345, Validation loss: 0.4732
Epoch 924, Training loss: 0.5344, Validation loss: 0.4732
Epoch 925, Training loss: 0.5344, Validation loss: 0.4732
Epoch 926, Training loss: 0.5344, Validation loss: 0.4732
Epoch 927, Training loss: 0.5344, Validation loss: 0.4731
Epoch 928, Training loss: 0.5343, Validation loss: 0.4731
Epoch 929, Training loss: 0.5343, Validation loss: 0.4731
